Normlaization,Regressing out,Points,ESM Mode,Layer,Principal Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,ESM-6,0,190,Linear,80/20,-4.136270986286735,3.372455099925393
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Linear,80/20,0.10220252064839219,1.5954507991139673
Rg w/no norm,No regr out,All,ESM-6,0,190,Ridge,80/20,0.14282017040644135,1.3777111823919979
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Ridge,80/20,0.3370142062706687,1.3710280377396145
Rg w/no norm,No regr out,All,ESM-6,0,190,Lasso,80/20,0.04170062794250784,1.456709034392747
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Lasso,80/20,0.30419865977888383,1.4045488724951019
Rg w/no norm,No regr out,All,ESM-6,0,190,Kernel Ridge,80/20,0.07820204908510686,1.4286968299540876
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Kernel Ridge,80/20,0.3398597072945144,1.368082683002725
Rg w/no norm,No regr out,All,ESM-6,0,190,GPR,80/20,0.17351101690451165,1.3528222774993894
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,GPR,80/20,-4.202880343049341,3.8407509265389224
Rg w/no norm,No regr out,All,ESM-6,0,190,Linear,85/15,-4.972331187679733,3.767394207435239
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Linear,85/15,-0.11858513188689623,1.6179479160298376
Rg w/no norm,No regr out,All,ESM-6,0,190,Ridge,85/15,0.07281725416692375,1.48440290223741
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Ridge,85/15,0.302843958973664,1.277306179439665
Rg w/no norm,No regr out,All,ESM-6,0,190,Lasso,85/15,-0.3363664805391504,1.7820993474226978
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Lasso,85/15,0.22629592366577456,1.3456045849144305
Rg w/no norm,No regr out,All,ESM-6,0,190,Kernel Ridge,85/15,0.1255520334720578,1.4415712431655952
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Kernel Ridge,85/15,0.4588782571964951,1.1253238103981043
Rg w/no norm,No regr out,All,ESM-6,0,190,GPR,85/15,0.2123113883708304,1.3681899861314455
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,GPR,85/15,-5.816367763995512,3.9939858573197173
Rg w/no norm,No regr out,All,ESM-6,0,190,Linear,90/10,-9.760694363422955,4.047334139659922
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Linear,90/10,0.15106715476149246,1.3827138277519648
Rg w/no norm,No regr out,All,ESM-6,0,190,Ridge,90/10,0.22761968875876792,1.0843375802390953
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Ridge,90/10,0.33338747285889725,1.2252716160276427
Rg w/no norm,No regr out,All,ESM-6,0,190,Lasso,90/10,0.23992040504558865,1.0756684953954228
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Lasso,90/10,0.21311565589006376,1.331223850530758
Rg w/no norm,No regr out,All,ESM-6,0,190,Kernel Ridge,90/10,0.010392773393984811,1.2273836711697557
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Kernel Ridge,90/10,0.5404280038014742,1.0173547479605072
Rg w/no norm,No regr out,All,ESM-6,0,190,GPR,90/10,0.27951343558523567,1.0472776985414698
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,GPR,90/10,-5.077797271633791,3.6997190224121392
Rg w/no norm,No regr out,All,ESM-6,0,100,Linear,80/20,-22.46096075178233,7.207673550800541
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Linear,80/20,-6.019218126021053,4.461065442588423
Rg w/no norm,No regr out,All,ESM-6,0,100,Ridge,80/20,0.14282017040644301,1.3777111823919965
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Ridge,80/20,0.3370142062706839,1.3710280377395987
Rg w/no norm,No regr out,All,ESM-6,0,100,Lasso,80/20,0.04170062794250784,1.456709034392747
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Lasso,80/20,0.30419865977888383,1.4045488724951019
Rg w/no norm,No regr out,All,ESM-6,0,100,Kernel Ridge,80/20,0.07820204908527884,1.4286968299539544
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Kernel Ridge,80/20,0.33985970729451465,1.3680826830027248
Rg w/no norm,No regr out,All,ESM-6,0,100,GPR,80/20,-4.4888625215703515,3.4862890233626938
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,GPR,80/20,-4.202879268950316,3.8407505300905354
Rg w/no norm,No regr out,All,ESM-6,0,100,Linear,85/15,-29.69472604063125,8.540848238224813
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Linear,85/15,-7.875572765145435,4.557516085748378
Rg w/no norm,No regr out,All,ESM-6,0,100,Ridge,85/15,0.07281725416691887,1.4844029022374137
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Ridge,85/15,0.3028439589736718,1.277306179439658
Rg w/no norm,No regr out,All,ESM-6,0,100,Lasso,85/15,-0.3363664805391504,1.7820993474226978
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Lasso,85/15,0.22629592366577456,1.3456045849144305
Rg w/no norm,No regr out,All,ESM-6,0,100,Kernel Ridge,85/15,0.12555203347227584,1.4415712431654155
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Kernel Ridge,85/15,0.45887825719654074,1.125323810398057
Rg w/no norm,No regr out,All,ESM-6,0,100,GPR,85/15,-4.177708884053167,3.5078251582321824
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,GPR,85/15,-5.816379734026239,3.9939893641810036
Rg w/no norm,No regr out,All,ESM-6,0,100,Linear,90/10,-33.66783634674731,7.264609613332739
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Linear,90/10,-2.7135837322503265,2.8919597749004096
Rg w/no norm,No regr out,All,ESM-6,0,100,Ridge,90/10,0.22761968875875727,1.0843375802391026
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Ridge,90/10,0.333387472858916,1.2252716160276254
Rg w/no norm,No regr out,All,ESM-6,0,100,Lasso,90/10,0.23992040504558865,1.0756684953954228
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Lasso,90/10,0.21311565589006376,1.331223850530758
Rg w/no norm,No regr out,All,ESM-6,0,100,Kernel Ridge,90/10,0.010392773393974042,1.227383671169762
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Kernel Ridge,90/10,0.540428003801552,1.017354747960421
Rg w/no norm,No regr out,All,ESM-6,0,100,GPR,90/10,-6.7135900932543855,3.426708725127301
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,GPR,90/10,-5.077797270438043,3.6997190220481975
Rg w/no norm,No regr out,All,ESM-6,0,50,Linear,80/20,-7.834571693901939,4.422979858172255
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,Linear,80/20,-0.47982405155243746,2.0483268873394076
Rg w/no norm,No regr out,All,ESM-6,0,50,Ridge,80/20,0.14282017040643646,1.3777111823920016
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,Ridge,80/20,0.33701420627066436,1.371028037739619
Rg w/no norm,No regr out,All,ESM-6,0,50,Lasso,80/20,0.04170062794250784,1.456709034392747
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,Lasso,80/20,0.30419865977888383,1.4045488724951019
Rg w/no norm,No regr out,All,ESM-6,0,50,Kernel Ridge,80/20,0.07820204908534734,1.4286968299539011
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,Kernel Ridge,80/20,0.33985970729450576,1.368082683002734
Rg w/no norm,No regr out,All,ESM-6,0,50,GPR,80/20,-4.488862707815581,3.486289082510167
