Normalization,Regressing out,Points,Principal Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,-1,Linear,80/20,-744579517.0618496,72498.03945162229
Rg w/no norm,No regr out,All,-1,Ridge,80/20,0.32716645127203836,2.1793377341152387
Rg w/no norm,No regr out,All,-1,Lasso,80/20,0.3036371912133051,2.2171164469909277
Rg w/no norm,No regr out,All,-1,Kernel Ridge,80/20,0.3247470904144837,2.1832524267918263
Rg w/no norm,No regr out,All,-1,GPR,80/20,-0.6197070898790895,3.3813409265760104
Rg w/no norm,No regr out,All,-1,Linear,85/15,-648374726.8985894,73727.94308290159
Rg w/no norm,No regr out,All,-1,Ridge,85/15,0.36518351892628687,2.3069765239261195
Rg w/no norm,No regr out,All,-1,Lasso,85/15,0.3030184044280062,2.417295444422398
Rg w/no norm,No regr out,All,-1,Kernel Ridge,85/15,0.3559012224085759,2.323781639109069
Rg w/no norm,No regr out,All,-1,GPR,85/15,-0.4430283329793754,3.4782156718938952
Rg w/no norm,No regr out,All,-1,Linear,90/10,-3857679492.0298543,77498.94387909674
Rg w/no norm,No regr out,All,-1,Ridge,90/10,0.6925373479350372,0.6918770060774214
Rg w/no norm,No regr out,All,-1,Lasso,90/10,0.12425284807257686,1.167675262807357
Rg w/no norm,No regr out,All,-1,Kernel Ridge,90/10,0.7684100660054772,0.6004717115704944
Rg w/no norm,No regr out,All,-1,GPR,90/10,-5.001812631357863,3.0568486008350826
Rg norm w/0.427,No regr out,All,-1,Linear,80/20,-1129346630.0006828,9705.237203545505
Rg norm w/0.427,No regr out,All,-1,Ridge,80/20,0.267936517453228,0.24709667177703018
Rg norm w/0.427,No regr out,All,-1,Lasso,80/20,0.20955875395821755,0.25675997284644186
Rg norm w/0.427,No regr out,All,-1,Kernel Ridge,80/20,0.29768197623305004,0.2420245554108955
Rg norm w/0.427,No regr out,All,-1,GPR,80/20,-0.7357153317056431,0.38047994823295456
Rg norm w/0.427,No regr out,All,-1,Linear,85/15,-931349949.9182005,9859.491606008729
Rg norm w/0.427,No regr out,All,-1,Ridge,85/15,0.11928623638578206,0.3031904134908661
Rg norm w/0.427,No regr out,All,-1,Lasso,85/15,0.22013217838168053,0.28530446878602916
Rg norm w/0.427,No regr out,All,-1,Kernel Ridge,85/15,0.28863996417196136,0.2724851287448073
Rg norm w/0.427,No regr out,All,-1,GPR,85/15,-0.45689286631264725,0.3899526553483796
Rg norm w/0.427,No regr out,All,-1,Linear,90/10,-19552271655.764545,10338.643041209205
Rg norm w/0.427,No regr out,All,-1,Ridge,90/10,-0.39137611848263454,0.08721420010558255
Rg norm w/0.427,No regr out,All,-1,Lasso,90/10,-0.6667594908160908,0.09545559694503922
Rg norm w/0.427,No regr out,All,-1,Kernel Ridge,90/10,-0.14905823779776295,0.07925669345293447
Rg norm w/0.427,No regr out,All,-1,GPR,90/10,-21.659055151502038,0.35195393710640566
Rg norm w/0.5,No regr out,All,-1,Linear,80/20,-1122355196.5437312,10126.522644247649
Rg norm w/0.5,No regr out,All,-1,Ridge,80/20,0.2679937377178514,0.2586143238024611
Rg norm w/0.5,No regr out,All,-1,Lasso,80/20,0.22270979171509442,0.266493595031008
Rg norm w/0.5,No regr out,All,-1,Kernel Ridge,80/20,0.297982287854618,0.2532615217037247
Rg norm w/0.5,No regr out,All,-1,GPR,80/20,-0.7303542016830913,0.39761492977894736
Rg norm w/0.5,No regr out,All,-1,Linear,85/15,-926144171.3675525,10287.636227666457
Rg norm w/0.5,No regr out,All,-1,Ridge,85/15,0.11994524165075737,0.3171254873888074
Rg norm w/0.5,No regr out,All,-1,Lasso,85/15,0.23340455631047385,0.29597799017689336
Rg norm w/0.5,No regr out,All,-1,Kernel Ridge,85/15,0.2890537148213127,0.2850327051760481
Rg norm w/0.5,No regr out,All,-1,GPR,85/15,-0.45339623716710653,0.4075381932053035
Rg norm w/0.5,No regr out,All,-1,Linear,90/10,-19423833577.605244,10787.99255371894
Rg norm w/0.5,No regr out,All,-1,Ridge,90/10,-0.4035131125987048,0.09170254760264153
Rg norm w/0.5,No regr out,All,-1,Lasso,90/10,-0.695365249150639,0.10078706590238753
Rg norm w/0.5,No regr out,All,-1,Kernel Ridge,90/10,-0.14752744581734745,0.08291912385115717
Rg norm w/0.5,No regr out,All,-1,GPR,90/10,-21.502011776454086,0.36718407525806934
Rg norm w/0.418,No regr out,All,-1,Linear,80/20,-1180412921.1548197,6872.560851908881
Rg norm w/0.418,No regr out,All,-1,Ridge,80/20,0.2715205973057312,0.1707301629311571
Rg norm w/0.418,No regr out,All,-1,Lasso,80/20,0.12401993385288612,0.18721848565891905
