Normlaization,Regressing out,Points,Feature Selection,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,1,Linear,80/20,0.3385541331646399,1.1507097371082016
Rg w/no norm,No regr out,Inliers,1,Linear,80/20,0.5469156091681842,0.9499367669255652
Rg w/no norm,No regr out,All,1,Ridge,80/20,0.4694884469515841,1.0305428573025992
Rg w/no norm,No regr out,Inliers,1,Ridge,80/20,0.5434887255385306,0.9535224019836358
Rg w/no norm,No regr out,All,1,Lasso,80/20,0.5021173460939563,0.9983484142253725
Rg w/no norm,No regr out,Inliers,1,Lasso,80/20,0.5465008081083247,0.9503715034136685
Rg w/no norm,No regr out,All,1,Kernel Ridge,80/20,0.46348187896221615,1.0363604525926478
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,80/20,0.5195770371404804,0.978176050752495
Rg w/no norm,No regr out,All,1,GPR,80/20,-1.0487682216339316,2.0251866185279233
Rg w/no norm,No regr out,Inliers,1,GPR,80/20,-0.9446894830511781,1.9680234984569356
Rg w/no norm,No regr out,All,1,Linear,85/15,0.25936310902712667,1.219626268544088
Rg w/no norm,No regr out,Inliers,1,Linear,85/15,0.5524666781359864,0.9964850327786041
Rg w/no norm,No regr out,All,1,Ridge,85/15,0.41339411894041156,1.0854187159662165
Rg w/no norm,No regr out,Inliers,1,Ridge,85/15,0.5534425395225292,0.9953980053979629
Rg w/no norm,No regr out,All,1,Lasso,85/15,0.47341662423154185,1.028389589737482
Rg w/no norm,No regr out,Inliers,1,Lasso,85/15,0.5530505350957411,0.9958348078966143
Rg w/no norm,No regr out,All,1,Kernel Ridge,85/15,0.40634225384756306,1.091923389782608
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,85/15,0.5415017808776525,1.0086184729580492
Rg w/no norm,No regr out,All,1,GPR,85/15,-6.451686860724005,3.8685783564508553
Rg w/no norm,No regr out,Inliers,1,GPR,85/15,-1.1434251319433995,2.180781984360831
Rg w/no norm,No regr out,All,1,Linear,90/10,0.2226950743801851,1.2452182152352618
Rg w/no norm,No regr out,Inliers,1,Linear,90/10,0.5596763284082977,1.032389007624152
Rg w/no norm,No regr out,All,1,Ridge,90/10,0.37120026312206034,1.119968816655018
Rg w/no norm,No regr out,Inliers,1,Ridge,90/10,0.5597084572239137,1.0323513421029737
Rg w/no norm,No regr out,All,1,Lasso,90/10,0.4692058547606527,1.0289939398534078
Rg w/no norm,No regr out,Inliers,1,Lasso,90/10,0.5600987852755347,1.031893639653968
Rg w/no norm,No regr out,All,1,Kernel Ridge,90/10,0.36423659772323314,1.1261533087623403
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,90/10,0.585288271369665,1.001914158735304
Rg w/no norm,No regr out,All,1,GPR,90/10,-1.4799203340619234,2.224173284300162
Rg w/no norm,No regr out,Inliers,1,GPR,90/10,-1.5339924500054134,2.476623635397104
Rg norm w/0.421,No regr out,All,1,Linear,80/20,-0.4819311260716832,0.14440666322549173
Rg norm w/0.421,No regr out,Inliers,1,Linear,80/20,0.17947564669669902,0.10989194700120526
Rg norm w/0.421,No regr out,All,1,Ridge,80/20,-0.08900979875777293,0.12379101296754809
Rg norm w/0.421,No regr out,Inliers,1,Ridge,80/20,0.06427946096951587,0.11735273386498395
Rg norm w/0.421,No regr out,All,1,Lasso,80/20,-0.06843537858276205,0.12261605891674181
Rg norm w/0.421,No regr out,Inliers,1,Lasso,80/20,0.05396898178899079,0.11799750334163527
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,80/20,0.06353348003388126,0.11479404268860299
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,80/20,0.15182328664190936,0.11172832877062389
Rg norm w/0.421,No regr out,All,1,GPR,80/20,-2.69460795266141,0.22801184215014733
Rg norm w/0.421,No regr out,Inliers,1,GPR,80/20,-1.4450388789088735,0.1896981147910766
Rg norm w/0.421,No regr out,All,1,Linear,85/15,-0.582091393620819,0.15728023681227546
Rg norm w/0.421,No regr out,Inliers,1,Linear,85/15,0.0462439863818197,0.11972519800487542
Rg norm w/0.421,No regr out,All,1,Ridge,85/15,-0.11770397309242475,0.1321970511665133
Rg norm w/0.421,No regr out,Inliers,1,Ridge,85/15,0.04525404170534608,0.11978731587467635
Rg norm w/0.421,No regr out,All,1,Lasso,85/15,-0.15989807286611857,0.13466920111594616
Rg norm w/0.421,No regr out,Inliers,1,Lasso,85/15,0.04610291035059433,0.11973405232976964
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,85/15,0.05568167510704469,0.12151155513030817
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,85/15,0.08531128136143384,0.11724749713990464
Rg norm w/0.421,No regr out,All,1,GPR,85/15,-2.5681694303718148,0.23620065872534157
Rg norm w/0.421,No regr out,Inliers,1,GPR,85/15,-2.0507703548000644,0.21412712113995203
Rg norm w/0.421,No regr out,All,1,Linear,90/10,-1.2558691466515568,0.1611871523802289
Rg norm w/0.421,No regr out,Inliers,1,Linear,90/10,-0.014457235636608612,0.13033696296226724
Rg norm w/0.421,No regr out,All,1,Ridge,90/10,-0.5470082095010487,0.1334811008804827
Rg norm w/0.421,No regr out,Inliers,1,Ridge,90/10,-0.01267967194274866,0.13022272264516735
Rg norm w/0.421,No regr out,All,1,Lasso,90/10,-0.3752440634752112,0.12585293846659643
Rg norm w/0.421,No regr out,Inliers,1,Lasso,90/10,-0.007925817839852023,0.1299167087743461
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,90/10,-0.13116370022275636,0.11413956171863562
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,90/10,0.025339647999321202,0.127754843699383
Rg norm w/0.421,No regr out,All,1,GPR,90/10,-4.104313215368887,0.24246113212488515
Rg norm w/0.421,No regr out,Inliers,1,GPR,90/10,-2.272067878224165,0.2340786894362669
Rg norm w/0.5,No regr out,All,1,Linear,80/20,-0.4842559996912037,0.15511514902615323
Rg norm w/0.5,No regr out,Inliers,1,Linear,80/20,0.2257922225742871,0.07438873870588539
Rg norm w/0.5,No regr out,All,1,Ridge,80/20,-0.09379444757899025,0.1331581231190591
Rg norm w/0.5,No regr out,Inliers,1,Ridge,80/20,0.11167601955590123,0.07968271501068144
Rg norm w/0.5,No regr out,All,1,Lasso,80/20,-0.07856865037955552,0.13222808380028414
Rg norm w/0.5,No regr out,Inliers,1,Lasso,80/20,0.12502315613486703,0.07908182990085648
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,80/20,0.06368743119164055,0.12319986572986559
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,80/20,0.19394520583493735,0.07590330962267387
Rg norm w/0.5,No regr out,All,1,GPR,80/20,-2.7037196310264866,0.2450297740823345
Rg norm w/0.5,No regr out,Inliers,1,GPR,80/20,-1.1952589367587891,0.12526256691337012
Rg norm w/0.5,No regr out,All,1,Linear,85/15,-0.5961652200686332,0.1689250446172065
Rg norm w/0.5,No regr out,Inliers,1,Linear,85/15,0.094075983772278,0.0812930715599273
Rg norm w/0.5,No regr out,All,1,Ridge,85/15,-0.1300859593726018,0.1421382159682768
Rg norm w/0.5,No regr out,Inliers,1,Ridge,85/15,0.09249380963441212,0.08136402877281754
Rg norm w/0.5,No regr out,All,1,Lasso,85/15,-0.047770005211488886,0.13686364478075969
Rg norm w/0.5,No regr out,Inliers,1,Lasso,85/15,0.09112381739896569,0.08142542011751171
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,85/15,0.05373658692346073,0.13006520951964035
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,85/15,0.12409153771148995,0.07993500522874833
Rg norm w/0.5,No regr out,All,1,GPR,85/15,-2.6152153218829612,0.25422731168412926
