Normlaization,Regressing out,Points,ESM Mode,Layer,Principal Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,ESM-6,0,190,Linear,80/20,-0.6222470837692817,3.0102856099051123
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Linear,80/20,0.07482120432910133,1.5794847699978074
Rg w/no norm,No regr out,All,ESM-6,0,190,Ridge,80/20,0.21347783434259182,2.0960647029735058
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Ridge,80/20,0.4187119890544775,1.2519825916696232
Rg w/no norm,No regr out,All,ESM-6,0,190,Lasso,80/20,0.17696653312890132,2.1441637484705436
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Lasso,80/20,0.3951211335864665,1.277135017622941
Rg w/no norm,No regr out,All,ESM-6,0,190,Kernel Ridge,80/20,0.3430358641767657,1.9156670633816657
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Kernel Ridge,80/20,0.41885573740767945,1.2518277789432928
Rg w/no norm,No regr out,All,ESM-6,0,190,GPR,80/20,0.681036318429947,1.334811129824739
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,GPR,80/20,-3.6963228696188084,3.558619717421965
Rg w/no norm,No regr out,All,ESM-6,0,190,Linear,85/15,-2.9708435142307454,2.6888596240706653
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Linear,85/15,-0.1912438081156309,1.665118049960424
Rg w/no norm,No regr out,All,ESM-6,0,190,Ridge,85/15,0.09484888286703841,1.2837701977827571
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Ridge,85/15,0.3373063503434953,1.241941401298772
Rg w/no norm,No regr out,All,ESM-6,0,190,Lasso,85/15,0.1899575621063011,1.2144527695834675
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Lasso,85/15,0.319832264026251,1.258208787573646
Rg w/no norm,No regr out,All,ESM-6,0,190,Kernel Ridge,85/15,-0.15559717954228347,1.4505409045659146
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Kernel Ridge,85/15,0.3554762925766425,1.224797098226776
Rg w/no norm,No regr out,All,ESM-6,0,190,GPR,85/15,0.39837680724381985,1.0466199980341027
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,GPR,85/15,-4.284240873453236,3.507001918621842
Rg w/no norm,No regr out,All,ESM-6,0,190,Linear,90/10,-8.512909730439919,3.0744127184664305
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Linear,90/10,-0.15947287816853217,1.6370432310255003
Rg w/no norm,No regr out,All,ESM-6,0,190,Ridge,90/10,-0.327764976618081,1.1485927869640276
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Ridge,90/10,0.39245224279928237,1.1850046710640276
Rg w/no norm,No regr out,All,ESM-6,0,190,Lasso,90/10,-0.2658434662523561,1.121490198678375
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Lasso,90/10,0.38494391382676374,1.192304577861406
Rg w/no norm,No regr out,All,ESM-6,0,190,Kernel Ridge,90/10,-1.655611224726305,1.6243803531711634
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Kernel Ridge,90/10,0.40674970727204596,1.1709782591381
Rg w/no norm,No regr out,All,ESM-6,0,190,GPR,90/10,-0.02148259623700377,1.0074441191505183
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,GPR,90/10,-2.63806025146487,2.8997782957410285
