Normlaization,Regressing out,Points,ESM Mode,Layer,Principal Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,ESM-6,0,190,Linear,80/20,-4.136270986287006,3.372455099925482
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Linear,80/20,0.1022025206503675,1.5954507991122122
Rg w/no norm,No regr out,All,ESM-6,0,190,Ridge,80/20,0.14282017040644235,1.377711182391997
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Ridge,80/20,0.3370142062706689,1.3710280377396142
Rg w/no norm,No regr out,All,ESM-6,0,190,Lasso,80/20,0.04170062794250784,1.456709034392747
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Lasso,80/20,0.30419865977888383,1.4045488724951019
Rg w/no norm,No regr out,All,ESM-6,0,190,Kernel Ridge,80/20,0.07820204908510486,1.4286968299540892
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Kernel Ridge,80/20,0.3398597072945082,1.3680826830027315
Rg w/no norm,No regr out,All,ESM-6,0,190,GPR,80/20,0.1735110169045111,1.3528222774993899
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,GPR,80/20,-4.202880343049339,3.840750926538922
Rg w/no norm,No regr out,All,ESM-6,0,190,Linear,85/15,-4.972331187681401,3.7673942074357654
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Linear,85/15,-0.1185851318793838,1.6179479160244046
Rg w/no norm,No regr out,All,ESM-6,0,190,Ridge,85/15,0.07281725416692297,1.4844029022374103
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Ridge,85/15,0.3028439589736647,1.2773061794396645
Rg w/no norm,No regr out,All,ESM-6,0,190,Lasso,85/15,-0.33636648053915064,1.782099347422698
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Lasso,85/15,0.22629592366577445,1.3456045849144307
Rg w/no norm,No regr out,All,ESM-6,0,190,Kernel Ridge,85/15,0.12555203347205623,1.4415712431655965
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Kernel Ridge,85/15,0.45887825719648445,1.1253238103981154
Rg w/no norm,No regr out,All,ESM-6,0,190,GPR,85/15,0.21231138837083052,1.3681899861314455
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,GPR,85/15,-5.816367763995514,3.993985857319718
Rg w/no norm,No regr out,All,ESM-6,0,190,Linear,90/10,-9.760694364073752,4.047334139782311
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Linear,90/10,0.15106715478374266,1.3827138277338447
Rg w/no norm,No regr out,All,ESM-6,0,190,Ridge,90/10,0.22761968875876804,1.084337580239095
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Ridge,90/10,0.33338747285889725,1.2252716160276427
Rg w/no norm,No regr out,All,ESM-6,0,190,Lasso,90/10,0.23992040504558854,1.0756684953954228
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Lasso,90/10,0.21311565589006376,1.331223850530758
Rg w/no norm,No regr out,All,ESM-6,0,190,Kernel Ridge,90/10,0.01039277339399125,1.2273836711697514
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Kernel Ridge,90/10,0.5404280038014816,1.017354747960499
Rg w/no norm,No regr out,All,ESM-6,0,190,GPR,90/10,0.27951343558521236,1.0472776985414867
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,GPR,90/10,-5.077797271633791,3.6997190224121392
Rg w/no norm,No regr out,All,ESM-6,0,100,Linear,80/20,-22.460960751786875,7.20767355080124
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Linear,80/20,-6.019218126025317,4.461065442589779
Rg w/no norm,No regr out,All,ESM-6,0,100,Ridge,80/20,0.14282017040644301,1.3777111823919965
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Ridge,80/20,0.337014206270684,1.3710280377395987
Rg w/no norm,No regr out,All,ESM-6,0,100,Lasso,80/20,0.04170062794250784,1.456709034392747
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Lasso,80/20,0.30419865977888383,1.4045488724951019
Rg w/no norm,No regr out,All,ESM-6,0,100,Kernel Ridge,80/20,0.0782020490852775,1.4286968299539555
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Kernel Ridge,80/20,0.3398597072945312,1.3680826830027077
Rg w/no norm,No regr out,All,ESM-6,0,100,GPR,80/20,-4.488862521491629,3.4862890233376933
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,GPR,80/20,-4.202879268725864,3.8407505300076905
Rg w/no norm,No regr out,All,ESM-6,0,100,Linear,85/15,-29.694726040630584,8.54084823822472
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Linear,85/15,-7.875572765140101,4.557516085747008
Rg w/no norm,No regr out,All,ESM-6,0,100,Ridge,85/15,0.0728172541669192,1.4844029022374134
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Ridge,85/15,0.3028439589736721,1.2773061794396576
Rg w/no norm,No regr out,All,ESM-6,0,100,Lasso,85/15,-0.33636648053915064,1.782099347422698
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Lasso,85/15,0.22629592366577445,1.3456045849144307
Rg w/no norm,No regr out,All,ESM-6,0,100,Kernel Ridge,85/15,0.12555203347227462,1.4415712431654164
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Kernel Ridge,85/15,0.4588782571965375,1.12532381039806
Rg w/no norm,No regr out,All,ESM-6,0,100,GPR,85/15,-4.177708884072387,3.5078251582386932
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,GPR,85/15,-5.816379733966488,3.993989364163498
Rg w/no norm,No regr out,All,ESM-6,0,100,Linear,90/10,-33.66783634674447,7.264609613332443
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Linear,90/10,-2.7135837322504566,2.8919597749004606
Rg w/no norm,No regr out,All,ESM-6,0,100,Ridge,90/10,0.22761968875875727,1.0843375802391026
