Normlaization,Regressing out,Points,Feature Selection,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,1,Linear,80/20,0.21335749639716162,2.096225045862467
Rg w/no norm,No regr out,Inliers,1,Linear,80/20,0.5713728211080698,1.0750841529209678
Rg w/no norm,No regr out,All,1,Ridge,80/20,0.412221331113515,1.811991316033744
Rg w/no norm,No regr out,Inliers,1,Ridge,80/20,0.5332980555624938,1.1218180215850178
Rg w/no norm,No regr out,All,1,Lasso,80/20,0.3706272780033253,1.87500814861812
Rg w/no norm,No regr out,Inliers,1,Lasso,80/20,0.5209980629674023,1.1365047159624098
Rg w/no norm,No regr out,All,1,Kernel Ridge,80/20,-1.7534569126454045,3.921826203375513
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,80/20,-1.9214893391492875,2.8067566499874945
Rg w/no norm,No regr out,All,1,GPR,80/20,-2.138779281598754,4.187256738184787
Rg w/no norm,No regr out,Inliers,1,GPR,80/20,-3.6960130830146145,3.5585023457112803
Rg w/no norm,No regr out,All,1,Linear,85/15,-0.22027143344627564,1.4905788884723212
Rg w/no norm,No regr out,Inliers,1,Linear,85/15,0.6025894982325706,0.9617548169843481
Rg w/no norm,No regr out,All,1,Ridge,85/15,0.24306480000163655,1.1739675552010045
Rg w/no norm,No regr out,Inliers,1,Ridge,85/15,0.5448233626355733,1.0292827207425552
Rg w/no norm,No regr out,All,1,Lasso,85/15,0.34147877414953565,1.094993730523307
Rg w/no norm,No regr out,Inliers,1,Lasso,85/15,0.5271552568884159,1.0490688290144363
Rg w/no norm,No regr out,All,1,Kernel Ridge,85/15,-3.537672691493767,2.8743743375425233
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,85/15,-2.4492383007779406,2.8333896322991436
Rg w/no norm,No regr out,All,1,GPR,85/15,-4.7128091573352275,3.225162501833768
Rg w/no norm,No regr out,Inliers,1,GPR,85/15,-4.283766608014834,3.5068445367799215
Rg w/no norm,No regr out,All,1,Linear,90/10,-0.9209417971193365,1.381537199838357
Rg w/no norm,No regr out,Inliers,1,Linear,90/10,0.5826821587602737,0.9821172233957268
Rg w/no norm,No regr out,All,1,Ridge,90/10,0.00765738379004588,0.9929703976183041
Rg w/no norm,No regr out,Inliers,1,Ridge,90/10,0.5274157615802431,1.0451279631672246
Rg w/no norm,No regr out,All,1,Lasso,90/10,-0.011528269814395031,1.0025233407011809
Rg w/no norm,No regr out,Inliers,1,Lasso,90/10,0.5261150381644955,1.04656526067184
Rg w/no norm,No regr out,All,1,Kernel Ridge,90/10,-7.716199229493201,2.9428562900865542
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,90/10,-0.4554293134681422,1.834110132464755
Rg w/no norm,No regr out,All,1,GPR,90/10,-11.460478382846613,3.5186238190071184
Rg w/no norm,No regr out,Inliers,1,GPR,90/10,-0.9425873353035448,2.1189471643770115
Rg w/no norm,No regr out,All,2,Linear,80/20,0.2028845650682234,2.1101329097278922
Rg w/no norm,No regr out,Inliers,2,Linear,80/20,0.5901677336833828,1.0512492069510107
Rg w/no norm,No regr out,All,2,Ridge,80/20,0.37680807402115835,1.8657786127601035
Rg w/no norm,No regr out,Inliers,2,Ridge,80/20,0.5385897585206804,1.1154400204150057
Rg w/no norm,No regr out,All,2,Lasso,80/20,0.3712413059379348,1.8740932787111444
Rg w/no norm,No regr out,Inliers,2,Lasso,80/20,0.5187512239019545,1.1391670807080738
Rg w/no norm,No regr out,All,2,Kernel Ridge,80/20,-1.7519460330137764,3.9207500615310193
Rg w/no norm,No regr out,Inliers,2,Kernel Ridge,80/20,-1.9254488564817773,2.8086580155828402
Rg w/no norm,No regr out,All,2,GPR,80/20,-2.1333292198809306,4.183619858921024
Rg w/no norm,No regr out,Inliers,2,GPR,80/20,-2.34146070639475,3.001724200283899
Rg w/no norm,No regr out,All,2,Linear,85/15,-0.18308803012879804,1.4676931720280832
