Normlaization,Regressing out,Points,Feature Selection,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,1,Linear,80/20,0.48924979615304565,1.8369204557847336
Rg w/no norm,No regr out,Inliers,1,Linear,80/20,0.7057935451681334,0.9583037572229508
Rg w/no norm,No regr out,All,1,Ridge,80/20,0.412935008829004,1.9693783869491475
Rg w/no norm,No regr out,Inliers,1,Ridge,80/20,0.7057621361515116,0.9583549093558279
Rg w/no norm,No regr out,All,1,Lasso,80/20,0.4032305913341675,1.9855889731784828
Rg w/no norm,No regr out,Inliers,1,Lasso,80/20,0.7052458694804067,0.9591953006202206
Rg w/no norm,No regr out,All,1,Kernel Ridge,80/20,0.40814270470396075,1.9774002225543035
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,80/20,0.7217193439693398,0.9320057714444681
Rg w/no norm,No regr out,All,1,GPR,80/20,-2.296478839787488,4.666714390862414
Rg w/no norm,No regr out,Inliers,1,GPR,80/20,-0.5692212157473013,2.213192439949879
Rg w/no norm,No regr out,All,1,Linear,85/15,0.4635980176549206,2.07384818484529
Rg w/no norm,No regr out,Inliers,1,Linear,85/15,0.7604826689737291,0.8245655771718942
Rg w/no norm,No regr out,All,1,Ridge,85/15,0.3861966594547469,2.2184334123807434
Rg w/no norm,No regr out,Inliers,1,Ridge,85/15,0.7375397676257028,0.8631543890237754
Rg w/no norm,No regr out,All,1,Lasso,85/15,0.3724166883522225,2.2431972664809248
Rg w/no norm,No regr out,Inliers,1,Lasso,85/15,0.7231562221343613,0.886490553808606
Rg w/no norm,No regr out,All,1,Kernel Ridge,85/15,0.3808477534790903,2.2280785636894205
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,85/15,0.7755065537674015,0.7982860906091442
Rg w/no norm,No regr out,All,1,GPR,85/15,6.550544852412798e-05,2.8315064091637323
Rg w/no norm,No regr out,Inliers,1,GPR,85/15,0.0009444678387093841,1.6840366667134532
Rg w/no norm,No regr out,All,1,Linear,90/10,0.5034587294008381,1.0980668607335855
Rg w/no norm,No regr out,Inliers,1,Linear,90/10,0.7846561237891372,0.6608821292684632
Rg w/no norm,No regr out,All,1,Ridge,90/10,0.6646772743764278,0.9023657502452184
Rg w/no norm,No regr out,Inliers,1,Ridge,90/10,0.783095790649108,0.6632721091672349
Rg w/no norm,No regr out,All,1,Lasso,90/10,0.6732235939437168,0.8907923019461315
Rg w/no norm,No regr out,Inliers,1,Lasso,90/10,0.7816672731793514,0.6654526589988072
Rg w/no norm,No regr out,All,1,Kernel Ridge,90/10,0.6615702488366713,0.906536670646378
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,90/10,0.8121276259253809,0.6172899509878054
Rg w/no norm,No regr out,All,1,GPR,90/10,-3.4764786093830358,3.297003180346348
Rg w/no norm,No regr out,Inliers,1,GPR,90/10,-0.17538387026203073,1.5440011114778192
Rg norm w/0.421,No regr out,All,1,Linear,80/20,0.025443109544367126,0.13786778698622454
Rg norm w/0.421,No regr out,Inliers,1,Linear,80/20,0.3550039256582449,0.09208093832385802
Rg norm w/0.421,No regr out,All,1,Ridge,80/20,0.024082960014200627,0.1379639616807717
Rg norm w/0.421,No regr out,Inliers,1,Ridge,80/20,0.214125221911885,0.10164075347455497
Rg norm w/0.421,No regr out,All,1,Lasso,80/20,-0.0025840957360709904,0.13983619938967265
Rg norm w/0.421,No regr out,Inliers,1,Lasso,80/20,0.22158122890856968,0.1011574447714606
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,80/20,-0.01121086985927211,0.1404365238045109
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,80/20,0.3897578821693105,0.0895658165866597
Rg norm w/0.421,No regr out,All,1,GPR,80/20,-4.421874616823794,0.3251875734327529
Rg norm w/0.421,No regr out,Inliers,1,GPR,80/20,-2.171366162421034,0.20418056185046202
Rg norm w/0.421,No regr out,All,1,Linear,85/15,0.039774790773696944,0.15028823688490164
Rg norm w/0.421,No regr out,Inliers,1,Linear,85/15,0.3591270577420249,0.09264956436883166
Rg norm w/0.421,No regr out,All,1,Ridge,85/15,0.06872829594395036,0.14800508664643303
Rg norm w/0.421,No regr out,Inliers,1,Ridge,85/15,0.35715736415982746,0.09279183223173426
Rg norm w/0.421,No regr out,All,1,Lasso,85/15,0.0419411543530821,0.15011860855097553
Rg norm w/0.421,No regr out,Inliers,1,Lasso,85/15,0.3484230596655771,0.09342008683525835
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,85/15,-0.03444572305853866,0.1559883958642749
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,85/15,0.45426269041691736,0.08549667721294005
Rg norm w/0.421,No regr out,All,1,GPR,85/15,-4.266468006413056,0.3519639336678516
Rg norm w/0.421,No regr out,Inliers,1,GPR,85/15,-1.6228108358087288,0.18743077384383114
Rg norm w/0.421,No regr out,All,1,Linear,90/10,-0.44154530184841523,0.12423439464677664
Rg norm w/0.421,No regr out,Inliers,1,Linear,90/10,0.32755381354026103,0.08493140694059363
Rg norm w/0.421,No regr out,All,1,Ridge,90/10,-0.12573591845812393,0.1097857472529272
Rg norm w/0.421,No regr out,Inliers,1,Ridge,90/10,0.20862432179628265,0.09213632809981855
Rg norm w/0.421,No regr out,All,1,Lasso,90/10,-0.20863068858085243,0.11375605152955537
Rg norm w/0.421,No regr out,Inliers,1,Lasso,90/10,0.21913547838668845,0.09152239925678947
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,90/10,0.013659950049906389,0.10276400806816313
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,90/10,0.480015590300761,0.07468522820756776
Rg norm w/0.421,No regr out,All,1,GPR,90/10,-13.454829845007723,0.39339985228155355
Rg norm w/0.421,No regr out,Inliers,1,GPR,90/10,-1.853627066647221,0.17495975376931344
Rg norm w/0.5,No regr out,All,1,Linear,80/20,0.0382673253776441,0.1497939211353136
Rg norm w/0.5,No regr out,Inliers,1,Linear,80/20,0.4127886295928551,0.06121554834949077
Rg norm w/0.5,No regr out,All,1,Ridge,80/20,0.023186666488000385,0.15096379099407228
Rg norm w/0.5,No regr out,Inliers,1,Ridge,80/20,0.4123299308720677,0.06123945286983796
Rg norm w/0.5,No regr out,All,1,Lasso,80/20,-0.002743349666177952,0.1529543732911737
Rg norm w/0.5,No regr out,Inliers,1,Lasso,80/20,0.3945022435786111,0.062161399708177335
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,80/20,-0.009632137484640424,0.1534788677943407
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,80/20,0.4381081821313896,0.05988125171402911
Rg norm w/0.5,No regr out,All,1,GPR,80/20,-4.198132046753684,0.3482496250520877
Rg norm w/0.5,No regr out,Inliers,1,GPR,80/20,-1.9241845589853828,0.13660509752120206
Rg norm w/0.5,No regr out,All,1,Linear,85/15,0.049363083379168726,0.16352372590441294
Rg norm w/0.5,No regr out,Inliers,1,Linear,85/15,0.43556981179642884,0.06236313009678344
Rg norm w/0.5,No regr out,All,1,Ridge,85/15,0.0689975594556902,0.1618262036655475
Rg norm w/0.5,No regr out,Inliers,1,Ridge,85/15,0.433757007025406,0.06246319699077234
Rg norm w/0.5,No regr out,All,1,Lasso,85/15,0.042148425760353825,0.16414306738428278
Rg norm w/0.5,No regr out,Inliers,1,Lasso,85/15,0.41992644970423254,0.06322143071035191
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,85/15,-0.03442450893048177,0.17057792895872664
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,85/15,0.5075118283096163,0.05825332111904933
Rg norm w/0.5,No regr out,All,1,GPR,85/15,-4.052010917557927,0.37696894700837935
Rg norm w/0.5,No regr out,Inliers,1,GPR,85/15,-1.460776962733127,0.1302143700587121
Rg norm w/0.5,No regr out,All,1,Linear,90/10,-0.46154902397563746,0.13437809992460006
Rg norm w/0.5,No regr out,Inliers,1,Linear,90/10,0.4166126445144963,0.0561112294609795
Rg norm w/0.5,No regr out,All,1,Ridge,90/10,-0.12770686438449386,0.1180374759888253
Rg norm w/0.5,No regr out,Inliers,1,Ridge,90/10,0.28451364862630824,0.06214010110671939
Rg norm w/0.5,No regr out,All,1,Lasso,90/10,-0.2010674067030589,0.12181632494230864
Rg norm w/0.5,No regr out,Inliers,1,Lasso,90/10,0.3987619955356456,0.056963214768963426
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,90/10,0.014076783321930852,0.11036804484045913
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,90/10,0.5308515254496976,0.05031835479809458
Rg norm w/0.5,No regr out,All,1,GPR,90/10,-13.41000039895642,0.4219430120435745
Rg norm w/0.5,No regr out,Inliers,1,GPR,90/10,-1.776839133345784,0.1224183831783624
Rg norm w/0.406,No regr out,All,1,Linear,80/20,0.016073071681838913,0.08938635487767212
Rg norm w/0.406,No regr out,Inliers,1,Linear,80/20,0.3530574902038657,0.0994777115698551
Rg norm w/0.406,No regr out,All,1,Ridge,80/20,0.09813822533524996,0.08557753917283634
Rg norm w/0.406,No regr out,Inliers,1,Ridge,80/20,0.2129947697596175,0.10971897728108539
Rg norm w/0.406,No regr out,All,1,Lasso,80/20,-0.0013767771013046826,0.09017550057243476
Rg norm w/0.406,No regr out,Inliers,1,Lasso,80/20,0.34119960700329355,0.1003852410721442
Rg norm w/0.406,No regr out,All,1,Kernel Ridge,80/20,-0.016953461288839566,0.09087414619312498
Rg norm w/0.406,No regr out,Inliers,1,Kernel Ridge,80/20,0.38845652253992813,0.09671784487006338
Rg norm w/0.406,No regr out,All,1,GPR,80/20,-5.326148074688563,0.22665196084068204
