Normlaization,Regressing out,Points,Feature Selection,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,1,Linear,80/20,-0.0713278510056563,3.681030865195032
Rg w/no norm,No regr out,Inliers,1,Linear,80/20,0.6976825399233959,0.7480464918969781
Rg w/no norm,No regr out,All,1,Ridge,80/20,0.07872525789917639,3.4135230802780923
Rg w/no norm,No regr out,Inliers,1,Ridge,80/20,0.6758232783614729,0.7746185420139444
Rg w/no norm,No regr out,All,1,Lasso,80/20,0.0903848141733643,3.3918537060327343
Rg w/no norm,No regr out,Inliers,1,Lasso,80/20,0.6751007261494057,0.7754813288412074
Rg w/no norm,No regr out,All,1,Kernel Ridge,80/20,0.06668478530352362,3.435756953935136
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,80/20,0.7001262152014123,0.7450170742687202
Rg w/no norm,No regr out,All,1,GPR,80/20,-0.4500098015295819,4.282464093618704
Rg w/no norm,No regr out,Inliers,1,GPR,80/20,-0.8772905699446938,1.8640721792340453
Rg w/no norm,No regr out,All,1,Linear,85/15,-0.06090993721073268,1.6838205538816424
Rg w/no norm,No regr out,Inliers,1,Linear,85/15,0.7314018439039282,0.7469563317416633
Rg w/no norm,No regr out,All,1,Ridge,85/15,0.5795206556559447,1.0600561769767165
Rg w/no norm,No regr out,Inliers,1,Ridge,85/15,0.7283402801596413,0.7512012877891221
Rg w/no norm,No regr out,All,1,Lasso,85/15,0.6391258956774959,0.9820518256606169
Rg w/no norm,No regr out,Inliers,1,Lasso,85/15,0.7159387590586697,0.7681564640772635
Rg w/no norm,No regr out,All,1,Kernel Ridge,85/15,0.44928090804704957,1.2131698655203111
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,85/15,0.7524058710539144,0.7171563871446032
Rg w/no norm,No regr out,All,1,GPR,85/15,-1.666862790909044,2.6696657132181545
Rg w/no norm,No regr out,Inliers,1,GPR,85/15,-1.3417263755610254,2.2055239252577716
Rg w/no norm,No regr out,All,1,Linear,90/10,0.45919781314413466,1.3307191539627146
Rg w/no norm,No regr out,Inliers,1,Linear,90/10,0.6909108265741264,0.8253550530741783
Rg w/no norm,No regr out,All,1,Ridge,90/10,0.623541490563177,1.110262694867163
Rg w/no norm,No regr out,Inliers,1,Ridge,90/10,0.690880752252264,0.825395205547779
Rg w/no norm,No regr out,All,1,Lasso,90/10,0.6497983862976684,1.070844128964359
Rg w/no norm,No regr out,Inliers,1,Lasso,90/10,0.6903324804973605,0.8261268655717445
Rg w/no norm,No regr out,All,1,Kernel Ridge,90/10,0.5415295130188613,1.2252448353617955
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,90/10,0.7289339266671482,0.7729234794360381
Rg w/no norm,No regr out,All,1,GPR,90/10,-1.507632208302938,2.865491391818219
Rg w/no norm,No regr out,Inliers,1,GPR,90/10,-0.9616237736411828,2.079250315541396
Rg norm w/0.427,No regr out,All,1,Linear,80/20,-0.1684161186311024,0.49639005121031454
Rg norm w/0.427,No regr out,Inliers,1,Linear,80/20,0.15747199536143353,0.07980539035820342
Rg norm w/0.427,No regr out,All,1,Ridge,80/20,-0.007752401194628167,0.46100031240487016
Rg norm w/0.427,No regr out,Inliers,1,Ridge,80/20,0.06370045098759092,0.08412933590538477
Rg norm w/0.427,No regr out,All,1,Lasso,80/20,-0.0030194852906137992,0.4599164928378375
Rg norm w/0.427,No regr out,Inliers,1,Lasso,80/20,0.08994443457676693,0.08294190550035917
Rg norm w/0.427,No regr out,All,1,Kernel Ridge,80/20,-0.01450653281797587,0.46254258465721537
