Normalization,Regressing out,Points,Principal Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,-1,Linear,80/20,-0.29491951696159724,4.004104687390736
Rg w/no norm,No regr out,All,-1,Ridge,80/20,-0.05237947139471899,3.6096926004850833
Rg w/no norm,No regr out,All,-1,Lasso,80/20,-0.09889817961071445,3.6886101950294825
Rg w/no norm,No regr out,All,-1,Kernel Ridge,80/20,-0.06122477200529475,3.624830678856271
Rg w/no norm,No regr out,All,-1,GPR,80/20,-0.022503545599803276,3.5580860468075803
Rg w/no norm,No regr out,All,-1,Linear,85/15,-488950732.9313464,86145.7673246437
Rg w/no norm,No regr out,All,-1,Ridge,85/15,-0.09219990902238906,4.071481451118038
Rg w/no norm,No regr out,All,-1,Lasso,85/15,-0.1400071993851686,4.1596346721743735
Rg w/no norm,No regr out,All,-1,Kernel Ridge,85/15,-0.10127204897290865,4.088355955312119
Rg w/no norm,No regr out,All,-1,GPR,85/15,-0.9467216981107047,5.435673060501548
Rg w/no norm,No regr out,All,-1,Linear,90/10,-361562533.9462503,88567.98466299627
Rg w/no norm,No regr out,All,-1,Ridge,90/10,-0.13861788725705004,4.9702021434627035
Rg w/no norm,No regr out,All,-1,Lasso,90/10,-0.13946593256571393,4.972052708135342
Rg w/no norm,No regr out,All,-1,Kernel Ridge,90/10,-0.14453332868540647,4.983096219835274
Rg w/no norm,No regr out,All,-1,GPR,90/10,-0.8563740683093848,6.346259080420552
Rg norm w/0.427,No regr out,All,-1,Linear,80/20,-0.2545796164827223,0.5171373932826392
Rg norm w/0.427,No regr out,All,-1,Ridge,80/20,-0.07317182637202713,0.4782901750564805
Rg norm w/0.427,No regr out,All,-1,Lasso,80/20,-0.09791320466073405,0.4837721160169162
Rg norm w/0.427,No regr out,All,-1,Kernel Ridge,80/20,-0.0839342307997184,0.4806824811177262
Rg norm w/0.427,No regr out,All,-1,GPR,80/20,-0.06475731581961752,0.4764113996034904
Rg norm w/0.427,No regr out,All,-1,Linear,85/15,-479757787.40182805,11521.42512326251
Rg norm w/0.427,No regr out,All,-1,Ridge,85/15,-0.05046204275357047,0.5391199051697206
Rg norm w/0.427,No regr out,All,-1,Lasso,85/15,-0.018294860139395963,0.5308012790057748
Rg norm w/0.427,No regr out,All,-1,Kernel Ridge,85/15,-0.0894204963088574,0.5490260557363021
Rg norm w/0.427,No regr out,All,-1,GPR,85/15,-0.7411357665796816,0.6940831531442557
Rg norm w/0.427,No regr out,All,-1,Linear,90/10,-342782514.5985174,11845.347683861608
Rg norm w/0.427,No regr out,All,-1,Ridge,90/10,-0.09071909840413994,0.6681822593065022
Rg norm w/0.427,No regr out,All,-1,Lasso,90/10,-0.10978927133853134,0.673998209521259
Rg norm w/0.427,No regr out,All,-1,Kernel Ridge,90/10,-0.09693138301930082,0.6700824023594218
Rg norm w/0.427,No regr out,All,-1,GPR,90/10,-0.6144163385387171,0.8129170900718607
Rg norm w/0.5,No regr out,All,-1,Linear,80/20,-0.256838863278374,0.5397409742937571
Rg norm w/0.5,No regr out,All,-1,Ridge,80/20,-0.07399280438624412,0.498937646194901
Rg norm w/0.5,No regr out,All,-1,Lasso,80/20,-0.10153787427549332,0.5052953540264921
Rg norm w/0.5,No regr out,All,-1,Kernel Ridge,80/20,-0.08480600493187196,0.5014430638008326
Rg norm w/0.5,No regr out,All,-1,GPR,80/20,-0.06526143072260249,0.4969053693507641
Rg norm w/0.5,No regr out,All,-1,Linear,85/15,-480419345.924206,12021.32997305721
Rg norm w/0.5,No regr out,All,-1,Ridge,85/15,-0.05104769680382293,0.5622811008351495
Rg norm w/0.5,No regr out,All,-1,Lasso,85/15,-0.022541192456866588,0.5546035946918644
